id,nome,sobrenome,email,ip_acesso,bandeira_cartao,data_compra,produto,valor,latitude,longitude
616,Reidar,Grishukhin,rgrishukhinh3@dion.ne.jp,0.61.148.204,diners-club-enroute,2020-11-19,819150888-5,54.52,1.0565562,124.4946697
617,Xylina,Frankcombe,xfrankcombeh4@ebay.com,87.240.160.40,jcb,2020-06-30,494032360-9,46.18,31.123586,114.893666
618,Caye,O'Shee,cosheeh5@disqus.com,178.48.81.41,visa,2020-10-28,234571664-9,62.12,46.3141609,15.5784672
619,Bryan,Geroldo,bgeroldoh6@google.com.hk,102.122.227.166,jcb,2020-11-01,190773775-8,22.48,-34.588234,-58.6876178
620,Anatole,Chessil,achessilh7@cbsnews.com,165.143.35.37,bankcard,2020-06-12,846735161-6,15.14,16.4739491,99.5096031
621,Obadias,Kleimt,okleimth8@dmoz.org,224.143.82.145,jcb,2020-10-29,794930611-4,41.04,5.7645403,38.9119977
622,Muhammad,Beebe,mbeebeh9@squarespace.com,96.247.246.115,jcb,2020-02-15,692360157-6,28.07,35.20105,-91.8318333
623,Burk,Tweedy,btweedyha@phpbb.com,44.148.82.60,jcb,2020-07-07,365360942-9,46.88,59.94043,30.2813321
624,Dasi,Thormann,dthormannhb@is.gd,149.50.202.239,maestro,2020-10-06,878764279-4,65.64,30.274084,120.15507
625,Shayna,Roll,srollhc@lulu.com,147.163.98.53,switch,2020-05-14,247194026-9,45.36,-5.0731807,32.6913107
626,Meade,Ovenden,movendenhd@ted.com,224.175.138.192,jcb,2020-06-27,810418308-7,90.51,29.0300404,111.7227409
627,Glendon,Grassett,ggrassetthe@canalblog.com,71.218.132.192,diners-club-carte-blanche,2020-04-14,963914157-7,49.63,31.9641427,44.9066503
628,Granny,Corps,gcorpshf@yahoo.com,180.41.248.190,jcb,2020-05-23,789270401-9,21.87,29.367984,111.177234
629,Eilis,Zecchii,ezecchiihg@cmu.edu,32.73.186.74,china-unionpay,2020-09-11,440834884-8,86.05,25.431829,119.015255
630,Jacobo,Wibrow,jwibrowhh@ibm.com,237.44.177.202,mastercard,2020-06-07,477937895-8,32.44,52.7387427,58.6660975
631,Selig,Merrison,smerrisonhi@berkeley.edu,132.38.143.214,jcb,2020-05-19,276024603-5,74.94,37.0364358,45.0971372
632,Kalila,Whipple,kwhipplehj@hostgator.com,34.75.55.49,mastercard,2020-10-05,857538145-8,44.69,50.1336212,14.6607051
633,Ulick,Nystrom,unystromhk@blog.com,36.128.190.40,maestro,2020-07-10,094121836-8,7.54,43.897258,89.939332
634,Alvis,Kimbury,akimburyhl@skyrock.com,215.74.80.132,americanexpress,2020-09-03,515979384-4,77.05,53.5733796,18.0101779
635,Molli,Druett,mdruetthm@ameblo.jp,99.72.78.202,maestro,2020-12-13,287083344-X,64.54,49.1232748,16.7144439
636,Tracee,McGrah,tmcgrahhn@cbslocal.com,143.202.39.66,mastercard,2020-06-30,285814155-X,97.68,34.6192998,133.8246072
637,Andy,Borrington,aborringtonho@nps.gov,25.170.244.4,china-unionpay,2020-03-16,256003801-3,89.89,48.1752793,-1.7274799
638,Mirabelle,Mowlam,mmowlamhp@fema.gov,192.0.176.225,jcb,2020-05-31,589103960-5,64.21,-0.2762774,100.2824483
639,Ayn,Eykel,aeykelhq@wikispaces.com,255.91.216.164,laser,2020-01-23,113054373-0,70.12,-6.914339,107.5788509
640,Gale,Arunowicz,garunowiczhr@friendfeed.com,190.2.89.74,instapayment,2020-11-18,476930149-9,24.49,22.719816,113.829156
641,Hazel,Mc Carroll,hmccarrollhs@indiatimes.com,238.65.230.124,jcb,2020-03-18,186088617-5,19.66,23.902479,106.618283
642,Webb,Kerwin,wkerwinht@businessinsider.com,96.181.233.87,jcb,2020-10-01,105246014-3,90.26,20.452352,-97.3141928
643,Robin,Ballam,rballamhu@slashdot.org,7.139.88.236,mastercard,2020-06-02,682912449-2,77.83,41.0938736,141.3941151
644,Sue,Blunsen,sblunsenhv@domainmarket.com,215.139.191.121,visa,2020-12-10,854718591-7,6.45,41.451118,-81.6309078
645,Catlee,Gensavage,cgensavagehw@blogger.com,130.111.81.44,diners-club-carte-blanche,2020-02-03,445512495-0,89.25,-7.0777326,113.287085
646,Annabella,Licquorish,alicquorishhx@un.org,163.228.247.130,jcb,2020-11-21,541495473-9,67.41,20.5083303,-97.6724456
647,Tamra,Yakebovich,tyakebovichhy@blog.com,107.211.246.38,maestro,2020-11-14,213694067-8,8.88,49.2060334,15.5181999
648,Audry,Scragg,ascragghz@sakura.ne.jp,202.107.225.223,switch,2020-04-18,776331944-5,93.79,-6.4698758,107.4780383
649,Melessa,Hendrich,mhendrichi0@squidoo.com,193.163.20.62,jcb,2020-08-19,975293730-6,25.58,57.9760319,12.9355428
650,Carol,Cofax,ccofaxi1@paypal.com,36.2.41.202,bankcard,2020-05-01,010655546-4,79.17,45.3613644,18.5422141
651,Ky,Doghartie,kdoghartiei2@admin.ch,172.23.227.90,laser,2020-01-03,758647448-6,29.50,39.7406374,-8.7186315
652,Betteann,Tattershall,btattershalli3@npr.org,164.69.110.144,americanexpress,2020-12-16,198741676-7,79.23,1.0029693,34.3338123
653,Helyn,Proby,hprobyi4@mozilla.com,27.22.28.131,jcb,2020-01-28,554946036-X,75.21,-6.1306709,23.5966577
654,Cally,Fortescue,cfortescuei5@fc2.com,28.56.90.146,maestro,2020-11-22,146175477-1,74.51,36.1030036,-86.8722146
655,Jarret,Gowenlock,jgowenlocki6@imdb.com,138.77.130.60,diners-club-carte-blanche,2020-11-28,011195587-4,35.94,50.3142814,18.9285154
656,Uri,Vorley,uvorleyi7@sourceforge.net,28.73.25.68,jcb,2020-02-28,380585754-3,25.24,49.090211,16.6038816
657,Bert,Ridd,briddi8@domainmarket.com,92.147.90.139,americanexpress,2020-11-07,235793588-X,41.37,40.280218,-8.4788248
658,Russ,Ingamells,ringamellsi9@netlog.com,113.240.88.167,visa-electron,2020-03-27,197776725-7,31.48,56.6495031,12.7902265
659,Vanny,But,vbutia@zdnet.com,144.116.119.57,maestro,2020-10-14,061458278-4,22.95,15.9769657,120.4674034
660,Paige,Scholard,pscholardib@ow.ly,145.224.199.19,visa-electron,2020-08-28,330480230-4,40.08,49.1025395,2.0362602
661,Zebadiah,Moggach,zmoggachic@yale.edu,48.164.61.57,china-unionpay,2020-03-25,957547710-3,95.83,25.757,110.12549
662,Dru,Pettyfar,dpettyfarid@china.com.cn,26.34.24.213,americanexpress,2020-10-14,334877990-1,79.74,-4.722383,104.447701
663,Hillie,Grocock,hgrocockie@alexa.com,193.129.202.102,jcb,2020-04-13,039539212-8,96.95,-7.3453791,108.8941596
664,Orran,O'Shavlan,ooshavlanif@army.mil,251.131.53.195,diners-club-carte-blanche,2020-10-01,096246680-8,60.97,39.7541856,-8.9232253
665,Kennan,Josey,kjoseyig@hc360.com,165.100.19.160,jcb,2020-07-25,585135888-2,92.01,41.7220316,25.3726469
666,Way,O'Dunniom,wodunniomih@google.de,57.44.131.245,jcb,2020-02-09,664733134-4,59.63,34.5925622,-117.8194197
667,Barry,Wainscoat,bwainscoatii@wired.com,105.125.94.117,jcb,2020-01-22,449890651-9,32.23,34.7871544,113.4242071
668,Parry,Maunder,pmaunderij@soup.io,29.252.96.230,visa,2020-02-26,310235841-1,49.53,14.631218,121.0628238
669,Gertrud,Keoghan,gkeoghanik@google.com.hk,118.226.130.243,jcb,2020-02-11,297996783-1,32.97,1.4188947,-75.9230976
670,Julina,Amorine,jamorineil@nyu.edu,164.61.206.126,jcb,2020-06-30,234848682-2,20.80,-20.2384864,47.375551
671,Jamaal,Ghelardoni,jghelardoniim@infoseek.co.jp,159.100.73.9,maestro,2020-06-20,427188431-6,81.75,27.731514,109.189598
672,Jereme,Sawyer,jsawyerin@edublogs.org,119.176.124.34,switch,2020-04-28,405091901-X,10.69,59.9403761,10.7691773
673,Chico,Adaway,cadawayio@boston.com,120.86.228.61,mastercard,2020-01-08,523883350-4,72.79,20.3231704,106.0140586
674,Barnabe,Ciciari,bciciariip@bloomberg.com,189.4.157.248,bankcard,2020-04-04,053109378-6,60.82,41.9250632,25.5508839
675,Abbot,Skudder,askudderiq@mediafire.com,228.247.71.181,laser,2020-08-09,010106793-3,80.98,59.9494208,10.9243808
676,Marietta,Teodori,mteodoriir@reverbnation.com,102.51.39.91,jcb,2020-06-01,541269678-3,47.10,11.48333,122.81667
677,Marlene,Stivers,mstiversis@tripadvisor.com,68.223.205.206,visa-electron,2020-09-01,303297409-7,70.01,47.975777,25.8865511
678,Lisa,Fitchen,lfitchenit@tripod.com,22.226.140.94,jcb,2020-11-28,890187095-9,90.78,-27.3607338,-53.3963199
679,Juli,Haliburn,jhaliburniu@simplemachines.org,229.1.160.62,laser,2020-12-15,484033241-X,62.49,56.6444907,14.224297
680,Evaleen,Apps,eappsiv@blogtalkradio.com,142.217.123.155,mastercard,2020-04-17,527117795-5,25.65,13.9702519,100.6035503
681,Ingaberg,Lanfare,ilanfareiw@netvibes.com,54.44.137.161,diners-club-enroute,2020-11-19,560056415-5,79.03,0.636206,34.2782765
682,Derick,Fidelli,dfidelliix@skyrock.com,234.26.176.232,instapayment,2020-02-25,115433558-5,70.47,54.6711201,18.3894523
683,Audy,Prendergast,aprendergastiy@forbes.com,29.129.68.215,visa-electron,2020-06-27,776646110-2,86.05,42.4395419,-83.3155257
684,Easter,Pendre,ependreiz@mail.ru,171.30.11.117,jcb,2020-12-13,309310178-6,12.98,39.672791,113.732809
685,Kellby,Lyster,klysterj0@theglobeandmail.com,62.118.214.26,jcb,2020-11-21,381819269-3,22.40,54.8940073,65.0894647
686,Sioux,Poyner,spoynerj1@state.tx.us,122.7.99.31,mastercard,2020-08-20,311851169-9,12.24,52.5387,30.9173
687,Clair,Cronkshaw,ccronkshawj2@posterous.com,117.211.15.31,visa-electron,2020-09-19,993567578-5,31.13,-8.2182795,112.2950314
688,Jerrome,Haddinton,jhaddintonj3@artisteer.com,57.15.138.152,switch,2020-07-17,183568617-6,61.95,-33.8688197,151.2092955
689,Lyndsay,Sheran,lsheranj4@slate.com,233.158.159.76,jcb,2020-05-17,646768788-4,72.56,12.8897363,100.9010416
690,Sully,Uwins,suwinsj5@liveinternet.ru,242.99.11.151,jcb,2020-03-28,966373132-X,54.07,35.4114708,139.1499529
691,Mannie,Gooley,mgooleyj6@accuweather.com,211.103.10.247,jcb,2020-08-21,329395852-4,22.75,51.9500617,6.3130893
692,Eilis,Luchelli,eluchellij7@noaa.gov,96.105.127.255,diners-club-enroute,2020-03-31,510415117-4,63.79,6.4096168,1.8855057
693,Raye,Allnutt,rallnuttj8@admin.ch,10.160.178.183,switch,2020-04-11,269888282-4,32.67,-23.3711864,-46.7575221
694,Renata,Chasier,rchasierj9@archive.org,36.51.200.75,mastercard,2020-02-24,899778470-6,46.10,59.3536093,17.9299398
695,Agosto,McNeice,amcneiceja@tiny.cc,252.229.199.250,americanexpress,2020-04-30,847311668-2,6.30,7.7381338,122.8349537
696,Tadeas,Redler,tredlerjb@statcounter.com,33.172.191.52,jcb,2020-10-02,091690103-3,16.66,44.9293507,39.7571015
697,August,Counihan,acounihanjc@umich.edu,60.249.108.73,jcb,2020-04-20,402022864-7,72.87,40.75,-73.99
698,Marci,Dohmer,mdohmerjd@nymag.com,164.211.20.172,visa,2020-09-03,331549413-4,70.77,-10.1155899,124.0919803
699,Lenna,McKeaney,lmckeaneyje@tamu.edu,18.205.95.171,jcb,2020-09-22,539827890-8,55.19,7.8870586,98.3854869
700,Bernard,Rehor,brehorjf@biblegateway.com,173.124.224.26,jcb,2020-06-07,111153831-X,19.29,14.3870657,120.9396932
701,Allan,McCarlie,amccarliejg@wired.com,87.33.95.244,diners-club-enroute,2020-11-13,693981384-5,99.78,52.4837296,13.3304798
702,Lani,Tatton,ltattonjh@imdb.com,213.221.178.56,china-unionpay,2020-06-02,297816967-2,65.67,50.1509066,13.0451816
703,Mata,Caps,mcapsji@altervista.org,18.87.61.30,jcb,2020-04-15,621628040-6,94.09,23.1243988,113.2475087
704,Joya,Jenson,jjensonjj@51.la,131.244.234.252,jcb,2020-03-10,210090176-1,88.72,9.006393,1.6639235
705,Rivy,Claypool,rclaypooljk@state.tx.us,28.227.59.51,maestro,2020-05-24,911582166-8,31.10,55.804047,37.2877274
706,Thor,Welham,twelhamjl@technorati.com,133.245.141.167,switch,2020-03-07,488671961-9,88.60,4.761738,-74.464018
707,Rhodie,Schirok,rschirokjm@fc2.com,238.215.163.134,instapayment,2020-10-30,037172828-2,65.72,56.0467,59.6086
708,Wain,Stoffels,wstoffelsjn@youku.com,225.206.212.66,jcb,2020-02-29,448068546-4,93.89,3.8366437,-75.2245693
709,Revkah,Huddy,rhuddyjo@netvibes.com,28.75.251.78,jcb,2020-02-05,367039819-8,11.35,-9.8535874,-76.631796
710,Petronille,Rasor,prasorjp@ycombinator.com,141.157.249.117,bankcard,2020-04-03,118856034-4,16.93,-2.9760007,118.9295737
711,Wylma,Challinor,wchallinorjq@merriam-webster.com,206.155.153.86,jcb,2020-08-10,649441808-2,60.61,33.86,115.484454
712,Patty,Drayton,pdraytonjr@chicagotribune.com,139.239.203.157,jcb,2020-11-15,627299101-0,61.25,32.2951394,75.2071469
713,Jerrylee,Batchelar,jbatchelarjs@smh.com.au,189.39.213.39,jcb,2020-10-22,356822361-9,67.70,44.691336,129.696957
714,Verine,Alderson,valdersonjt@surveymonkey.com,133.34.138.110,china-unionpay,2020-12-19,703795110-2,75.21,38.409359,-82.3614632
715,Darin,Bladge,dbladgeju@123-reg.co.uk,212.145.98.134,visa-electron,2020-12-16,964893601-3,80.04,8.6144269,-71.6554692
716,Anna-maria,Lincey,alinceyjv@qq.com,105.74.142.110,mastercard,2020-09-24,955931969-8,58.17,30.5139542,120.1436675
717,Noelyn,Mingey,nmingeyjw@posterous.com,158.95.117.118,laser,2020-06-18,927019391-8,8.72,38.9458437,-8.9978149
718,Glad,Brinkler,gbrinklerjx@imgur.com,242.244.121.210,switch,2020-07-04,813130176-1,76.51,-0.7069135,31.5370003
719,Padget,Widdowson,pwiddowsonjy@newyorker.com,208.210.240.199,mastercard,2020-05-03,161982899-5,79.10,43.4945737,5.8978018
720,Ailee,Sturte,asturtejz@msu.edu,146.121.237.253,jcb,2020-10-13,727120025-8,19.56,40.06165,43.9852874
721,Norri,Gransden,ngransdenk0@seesaa.net,133.188.97.195,laser,2020-12-18,021360731-X,68.97,47.9318074,5.2893597
722,Tori,Carek,tcarekk1@sfgate.com,199.167.81.96,jcb,2020-05-09,267776075-4,67.85,23.614734,115.49047
723,Alexa,Holyland,aholylandk2@youtu.be,235.116.206.9,diners-club-carte-blanche,2020-08-09,099891413-4,23.04,-12.9722184,-38.5014136
724,Matthaeus,Hadgkiss,mhadgkissk3@tamu.edu,68.228.68.155,jcb,2020-07-16,955195930-2,26.49,49.9344975,13.390365
725,Davidde,Durie,dduriek4@sakura.ne.jp,78.252.212.216,jcb,2020-04-03,282676524-8,16.58,34.0380929,108.5456244
726,Jessey,Dawbery,jdawberyk5@pbs.org,242.158.47.69,jcb,2020-08-16,469397371-8,46.56,-6.9458,112.9113
727,Joelle,Jeckell,jjeckellk6@ifeng.com,251.252.104.230,diners-club-international,2020-08-31,384425942-2,68.67,2.6644279,98.9397139
728,Eli,Lee,eleek7@berkeley.edu,169.180.95.62,mastercard,2020-09-07,047117367-3,32.63,34.75245,109.239163
729,Elizabeth,Heddon,eheddonk8@ning.com,0.71.122.82,americanexpress,2020-05-11,822498762-0,34.10,52.3670698,5.2156739
730,Bernie,Yosevitz,byosevitzk9@soup.io,209.3.1.154,mastercard,2020-02-22,991827298-8,83.68,25.867345,55.0242519
731,Cathrin,Jandl,cjandlka@nydailynews.com,162.124.204.73,diners-club-carte-blanche,2020-08-02,712496389-3,99.24,4.7874827,-76.1635313
732,Roda,Ingreda,ringredakb@homestead.com,106.113.64.251,jcb,2020-09-18,087438081-2,55.16,39.95,-75.16
733,Conrade,Whiteoak,cwhiteoakkc@w3.org,125.64.13.171,visa,2020-07-08,593938854-X,22.26,-18.7003202,-66.0039777
734,Kiley,Hedlestone,khedlestonekd@apple.com,104.156.142.94,diners-club-carte-blanche,2020-04-24,118626736-4,55.14,14.0666041,-87.4678266
735,Francklyn,Kelloch,fkellochke@mediafire.com,206.140.71.73,jcb,2020-01-18,602064834-6,92.78,35.9851018,136.1860255
736,Lyndel,Menichino,lmenichinokf@mapquest.com,53.122.44.72,mastercard,2020-07-18,679865490-8,61.46,-17.4652462,49.2005539
737,Maurene,Epine,mepinekg@plala.or.jp,92.158.1.24,visa,2020-01-21,020077743-2,21.51,46.3799618,-75.9685597
738,Izabel,Novis,inoviskh@yelp.com,121.165.115.216,jcb,2020-11-29,790494473-1,13.03,-18.6517964,-48.1904503
739,Vaclav,Hebburn,vhebburnki@barnesandnoble.com,3.111.223.231,visa-electron,2020-02-16,168689839-8,84.24,51.5491768,7.2092264
740,Wolfie,McKellen,wmckellenkj@simplemachines.org,134.251.63.122,jcb,2020-05-21,421734748-0,85.11,31.192206,117.472253
741,Michel,Ruckert,mruckertkk@telegraph.co.uk,3.76.239.117,diners-club-carte-blanche,2020-11-03,916943118-3,22.06,25.6564843,-100.3694401
742,Enrika,Scade,escadekl@google.co.uk,147.196.40.152,americanexpress,2020-04-27,115384592-X,21.57,58.3906739,13.5695991
743,Donetta,Mesias,dmesiaskm@umn.edu,71.116.190.181,mastercard,2020-09-20,554748074-6,76.27,42.6503176,77.0852258
744,Francisco,Buttfield,fbuttfieldkn@dell.com,210.191.215.41,diners-club-carte-blanche,2020-11-20,698778992-4,82.55,-27.6349915,-48.5219457
745,Claus,Longwood,clongwoodko@nih.gov,91.14.82.37,instapayment,2020-08-10,666891874-3,56.18,31.5547633,-84.06035
746,Binnie,Greveson,bgrevesonkp@scribd.com,193.126.179.177,maestro,2020-04-06,913982806-9,81.29,15.4293836,120.6527078
747,Sergio,Assiter,sassiterkq@fastcompany.com,191.163.105.232,mastercard,2020-05-30,930021245-1,41.87,-3.69067,128.18478
748,Amandie,Edlington,aedlingtonkr@stumbleupon.com,137.15.92.157,jcb,2020-07-07,139647461-7,93.00,39.7927635,116.3582344
749,Hirsch,Flatt,hflattks@ifeng.com,80.52.131.26,maestro,2020-10-28,522630094-8,10.02,26.5807374,106.7152864
750,Druci,Sewley,dsewleykt@typepad.com,244.241.48.201,china-unionpay,2020-12-11,151327803-7,68.63,49.917089,19.468167
751,Delcine,Dudeney,ddudeneyku@parallels.com,61.247.85.246,americanexpress,2020-09-17,191324437-7,86.77,39.14,-84.54
752,Matias,Poulston,mpoulstonkv@usgs.gov,216.172.16.129,diners-club-carte-blanche,2020-06-30,650049892-5,55.61,27.202344,118.630479
753,Glynda,Staines,gstaineskw@sourceforge.net,88.118.129.24,mastercard,2020-07-15,420030283-7,10.48,45.0510883,16.0518078
754,Penni,Leyland,pleylandkx@de.vu,197.122.11.12,jcb,2020-07-06,817077399-7,67.01,7.231262,79.840886
755,Yance,Hercock,yhercockky@thetimes.co.uk,153.69.252.30,jcb,2020-12-24,145624047-1,19.72,13.5432995,-89.038242
756,Lee,Walsom,lwalsomkz@icq.com,224.57.116.53,jcb,2020-06-23,814758053-3,22.27,41.0285386,72.7392711
757,Franklin,Packington,fpackingtonl0@amazon.co.jp,233.126.213.19,visa,2020-02-09,138319840-3,57.09,28.39571,107.752611
758,Adelle,Melbourne,amelbournel1@techcrunch.com,159.61.156.88,jcb,2020-09-11,236745847-2,98.41,30.63963,114.385538
759,Kaspar,Shiers,kshiersl2@google.com,150.236.246.111,jcb,2020-01-31,756378519-1,77.58,-40.9026164,174.9939663
760,Nahum,Ivanyutin,nivanyutinl3@godaddy.com,100.93.74.118,jcb,2020-01-11,311971439-9,18.40,-6.8008183,107.1781769
761,Adella,Kordes,akordesl4@feedburner.com,97.216.84.131,mastercard,2020-12-04,915723660-7,28.05,34.3193669,8.4074573
762,Zarah,Yellowlee,zyellowleel5@mediafire.com,111.34.160.19,visa,2020-12-19,412237002-7,73.65,55.7784607,27.9323817
763,Lazaro,Kalisch,lkalischl6@bbc.co.uk,103.46.176.106,jcb,2020-07-22,965974257-6,85.59,18.31173,-71.16145
764,Glennie,Adcocks,gadcocksl7@microsoft.com,23.34.219.123,jcb,2020-02-14,910278602-8,38.47,38.7280454,-9.3225944
765,Richard,Ivachyov,rivachyovl8@over-blog.com,109.202.227.132,diners-club-us-ca,2020-05-15,705051964-2,86.00,32.9187879,115.9811735
766,Devland,Lohden,dlohdenl9@harvard.edu,2.165.202.5,maestro,2020-08-21,133364097-8,27.55,55.8817076,37.720392
767,Harper,Melmar,hmelmarla@privacy.gov.au,206.242.213.234,jcb,2020-04-05,479908842-4,53.03,28.162833,113.643076
768,Fredrick,Sergent,fsergentlb@bloglines.com,163.162.93.231,diners-club-carte-blanche,2020-11-12,351467072-2,22.03,-6.633333,-78.8
769,Schuyler,Muscott,smuscottlc@hostgator.com,174.220.243.130,jcb,2020-06-21,194194162-1,46.66,16.13422,101.04465
770,Mandy,Lowbridge,mlowbridgeld@sitemeter.com,168.84.240.34,jcb,2020-02-16,581922186-9,17.87,14.72328,102.1609718
771,Gae,Caps,gcapsle@marketwatch.com,154.62.138.78,jcb,2020-12-24,969892477-9,55.02,50.1676885,23.0349969
772,Kyle,Harkus,kharkuslf@elegantthemes.com,33.165.37.5,jcb,2020-07-18,343267594-1,5.47,12.9942656,123.6402206
773,Milka,Ludgrove,mludgrovelg@bloomberg.com,176.251.231.246,diners-club-enroute,2020-01-20,432645480-6,31.04,47.7787755,27.8884238
774,Iosep,Pimlock,ipimlocklh@drupal.org,92.221.85.40,jcb,2020-02-28,998628992-0,18.02,36.4072574,10.6224706
775,Eleanor,Wooland,ewoolandli@nytimes.com,53.250.218.173,diners-club-carte-blanche,2020-03-11,337539092-0,47.91,33.30992,108.307889
776,Virge,Jochen,vjochenlj@a8.net,36.198.116.162,maestro,2020-08-27,161414436-2,10.79,33.436645,-112.036451
777,Jerrome,Cruikshank,jcruikshanklk@nbcnews.com,29.183.55.163,diners-club-carte-blanche,2020-12-17,053870890-5,54.71,36.1364291,139.3741999
778,Bridie,Bowland,bbowlandll@comsenz.com,215.180.205.26,instapayment,2020-07-30,916171349-X,79.06,19.238934,108.957345
779,Benedetta,Hawney,bhawneylm@webnode.com,20.108.193.97,switch,2020-01-13,451070134-9,40.81,38.9908943,-9.0471651
780,Casie,Macellar,cmacellarln@mozilla.org,51.255.142.66,mastercard,2020-08-03,593981625-8,40.92,49.9318266,17.2717728
781,Henriette,St. Louis,hstlouislo@phpbb.com,187.183.126.68,jcb,2020-05-26,981975540-9,89.56,-8.7872653,116.2804288
782,Reid,Blount,rblountlp@123-reg.co.uk,186.201.182.66,china-unionpay,2020-09-20,678459483-5,19.36,-8.1462,115.0596
783,Town,Leguay,tleguaylq@cbslocal.com,171.37.13.115,jcb,2020-09-11,904224101-2,71.41,-7.1194958,-34.8450118
784,Rafaello,Bartolic,rbartoliclr@amazon.co.jp,222.206.118.100,diners-club-carte-blanche,2020-01-04,004178650-5,63.28,-7.2862937,108.3267319
785,Gayle,Waite,gwaitels@livejournal.com,81.76.206.71,jcb,2020-02-26,009445148-6,99.83,49.7149346,28.8363647
786,Gabrila,Gaskall,ggaskalllt@time.com,122.227.111.60,diners-club-carte-blanche,2020-09-30,845798615-5,43.17,52.6653765,49.7198694
787,Barbara-anne,Hallowes,bhalloweslu@wufoo.com,214.243.71.59,china-unionpay,2020-06-01,375406844-X,26.51,29.820745,90.908217
788,Neville,Bownd,nbowndlv@eventbrite.com,127.88.177.151,laser,2020-08-20,209856703-0,53.50,32.009016,112.122426
789,Kale,Pearcey,kpearceylw@webnode.com,252.100.99.16,maestro,2020-11-15,289181150-X,46.97,30.284562,122.086156
790,Cherianne,Champneys,cchampneyslx@php.net,198.213.164.187,maestro,2020-06-03,040404274-0,53.80,38.135005,114.955312
791,Michal,Marner,mmarnerly@ftc.gov,82.124.3.45,jcb,2020-05-11,821265099-5,62.76,-7.1617465,-78.5127855
792,Ramona,Buxsey,rbuxseylz@theguardian.com,166.224.116.52,bankcard,2020-03-07,980411513-1,76.04,56.6622664,12.8728282
793,Wendell,Marflitt,wmarflittm0@msu.edu,63.136.243.38,bankcard,2020-07-09,970262515-7,62.37,-7.0621,113.6886
794,Cyril,Brahams,cbrahamsm1@wikimedia.org,19.69.205.25,jcb,2020-01-28,305475957-1,32.69,33.80982,113.88102
795,Warde,Longo,wlongom2@weibo.com,113.112.216.82,switch,2020-06-28,769447211-1,11.21,32.0860889,-7.0552218
796,Maggee,Hambatch,mhambatchm3@virginia.edu,3.135.150.142,diners-club-carte-blanche,2020-04-16,531179285-X,28.22,-7.1724,111.501
797,Lanie,Robun,lrobunm4@amazon.com,178.229.144.164,jcb,2020-11-08,883521919-1,39.62,-34.8234058,-58.187517
798,Art,Evamy,aevamym5@wp.com,199.83.42.175,laser,2020-02-09,115153337-8,29.82,40.7681987,-73.9608428
799,Michal,Mousley,mmousleym6@goodreads.com,181.234.115.252,laser,2020-09-17,073010373-0,69.45,54.2825201,30.990449
800,Simonne,Lancashire,slancashirem7@admin.ch,189.151.28.85,laser,2020-03-15,581796537-2,28.32,38.1600508,138.3046891
801,Belita,Peckham,bpeckhamm8@exblog.jp,208.92.4.166,jcb,2020-08-10,194057364-5,85.23,34.99015,70.91302
802,Enos,Hansard,ehansardm9@bing.com,71.11.86.35,maestro,2020-05-25,175426258-9,84.67,-8.233052,113.3100762
803,Alexei,Lauks,alauksma@bigcartel.com,47.8.137.252,jcb,2020-12-25,440574719-9,80.17,31.5589333,72.6673502
804,Dillon,Haymes,dhaymesmb@nba.com,151.37.240.181,visa-electron,2020-03-17,854040028-6,17.05,53.6808257,16.9312789
805,Florenza,Reynault,freynaultmc@house.gov,234.137.216.188,jcb,2020-08-07,485428476-5,36.31,17.4448706,120.4716757
806,Leroy,MacArd,lmacardmd@bbc.co.uk,17.123.168.111,mastercard,2020-01-10,212876085-2,60.62,39.0392193,125.7625241
807,Tanny,Groll,tgrollme@vistaprint.com,222.120.136.234,jcb,2020-06-03,747602317-X,19.44,38.3089089,-7.7085755
808,Hartwell,Crimes,hcrimesmf@berkeley.edu,3.3.46.108,americanexpress,2020-05-20,057058186-9,83.72,41.07,-85.14
809,Josefina,Harrald,jharraldmg@dot.gov,140.101.241.192,jcb,2020-09-30,350220427-6,39.80,46.2587865,15.1554324
810,Gradey,Baudic,gbaudicmh@wix.com,221.6.33.21,americanexpress,2020-01-04,495311515-5,79.20,22.974898,113.993115
811,Tyne,Osgordby,tosgordbymi@list-manage.com,156.104.209.142,jcb,2020-05-23,173176793-5,47.94,32.993182,110.425983
812,Bondon,Lamzed,blamzedmj@reference.com,246.117.249.25,jcb,2020-04-24,377807043-6,16.41,32.200197,118.41697
813,Brander,Francombe,bfrancombemk@macromedia.com,70.207.153.89,jcb,2020-06-28,035675809-5,77.47,32.934565,100.737037
814,Hyman,Du Fray,hdufrayml@ucoz.com,216.136.188.43,jcb,2020-03-18,283656571-3,64.40,49.0496835,33.2284693
815,Ramsay,Attenburrow,rattenburrowmm@nbcnews.com,227.100.59.14,mastercard,2020-11-27,515899408-0,96.72,40.3733802,71.7978333
816,Nils,Maskrey,nmaskreymn@digg.com,197.89.160.151,jcb,2020-10-12,490698586-6,67.98,46.186211,5.916694
817,Cleavland,Yushin,cyushinmo@tuttocitta.it,37.145.86.101,laser,2020-06-21,207482183-2,43.21,-6.6858425,-36.6602483
818,Zachariah,Akrigg,zakriggmp@weebly.com,28.188.0.196,jcb,2020-03-09,176793134-4,31.51,-10.2156554,-37.4212807
819,Philbert,Addionizio,paddioniziomq@ihg.com,220.5.230.215,jcb,2020-04-16,331225264-4,61.14,-9.3863122,-37.9926586
